"Dátum";"Árfolyam";"NEÉ";"Kifizetett hozam";"Napi befjegy. forgalom";"Napi befjegy. forgalom változás(%)";"3 hónapos hozam";"6 hónapos hozam";"1 éves hozam";"3 éves hozam";"5 éves hozam";"10 éves hozam"
"2008/01/14";"1,632009";"3854276417";"0";"-1611984,37";"-0,04%";"-0,5%";"0,41%";"6,18%";"6,64%";"6,3%";""
"2008/01/11";"1,631237";"3854064425";"0";"6393461,37";"0,17%";"-0,56%";"0,44%";"6,02%";"6,5%";"6,33%";""
"2008/01/10";"1,629945";"3844623466";"0";"-12270141,99";"-0,32%";"-0,64%";"0,36%";"5,55%";"6,45%";"6,31%";""
"2008/01/09";"1,630305";"3857745466";"0";"6063,91";"0%";"-0,61%";"0,38%";"5,01%";"6,41%";"6,33%";""
"2008/01/08";"1,62702";"3849966210";"0";"1856861,86";"0,05%";"-0,62%";"0,23%";"4,91%";"6,34%";"6,31%";""
"2008/01/07";"1,622469";"3837345654";"0";"100179,69";"0%";"-0,89%";"-0%";"4,53%";"6,24%";"6,27%";""
"2008/01/04";"1,622159";"3836512304";"0";"4991858,93";"0,13%";"-0,74%";"0,18%";"4,3%";"6,14%";"6,3%";""
"2008/01/03";"1,62191";"3830932310";"0";"811258,34";"0,02%";"-0,76%";"0,17%";"4,3%";"6,25%";"6,3%";""
"2008/01/02";"1,62255";"3831632404";"0";"-64858,56";"-0%";"-0,65%";"0,21%";"4,52%";"6,21%";"6,31%";""
"2007/12/28";"1,620191";"3826126418";"0";"878030461,93";"22,95%";"-1,23%";"0,4%";"4,64%";"6,2%";"6,34%";""
"2007/12/27";"1,621126";"2949797280";"0";"-2117963,99";"-0,07%";"-1,17%";"0,46%";"4,64%";"6,23%";"6,35%";""
"2007/12/22";"";"";"";"";"";"";"";"";"";"";""
"2007/12/21";"1,618243";"2946665577";"0";"15240446,09";"0,52%";"-1,2%";"0,98%";"4,57%";"6,19%";"6,32%";""
"2007/12/20";"1,616806";"2928822025";"0";"735212,35";"0,03%";"-1,29%";"0,89%";"4,61%";"6,21%";"6,31%";""
"2007/12/19";"1,620073";"2934003453";"0";"2241188,22";"0,08%";"-1,12%";"1,09%";"4,78%";"6,42%";"6,37%";""
"2007/12/18";"1,623771";"2938454344";"0";"21918186,61";"0,75%";"-0,94%";"1,27%";"4,98%";"6,5%";"6,43%";""
"2007/12/17";"1,623615";"2916255958";"0";"-2219,59";"-0%";"-0,35%";"1,26%";"5,04%";"6,49%";"6,46%";""
"2007/12/14";"1,627187";"2922674030";"0";"14467055,43";"0,49%";"-0,17%";"1,73%";"5,33%";"6,85%";"6,59%";""
"2007/12/13";"1,633877";"2920163747";"0";"-23951685,09";"-0,82%";"0,24%";"2,15%";"5,91%";"7,03%";"6,68%";""
"2007/12/12";"1,633304";"2943082932";"0";"-1604673,66";"-0,05%";"0,29%";"2,12%";"6,35%";"7,11%";"6,67%";""
"2007/12/11";"1,634816";"2947413594";"0";"-14896318,22";"-0,51%";"0,49%";"2,31%";"6,54%";"7,15%";"6,7%";""
"2007/12/10";"1,63445";"2961646715";"0";"211945,34";"0,01%";"0,88%";"2,37%";"6,54%";"7,14%";"6,66%";""
"2007/12/07";"1,63326";"2959278627";"0";"1253854,08";"0,04%";"0,81%";"2,43%";"6,51%";"7,03%";"6,66%";""
"2007/12/06";"1,634082";"2959513511";"0";"-619154938,73";"-20,92%";"0,86%";"2,49%";"6,59%";"7,05%";"6,68%";""
"2007/12/05";"1,62872";"3566925575";"0";"-5491595,45";"-0,15%";"0,64%";"2,15%";"6,23%";"7,08%";"6,64%";""
"2007/12/04";"1,631572";"3578672717";"0";"1716,61";"0%";"0,8%";"1,95%";"6,35%";"7,14%";"6,75%";""
"2007/12/03";"1,633595";"3583108225";"0";"-16912848,65";"-0,47%";"0,86%";"1,65%";"6,58%";"7,19%";"6,79%";""
"2007/11/30";"1,633613";"3600060741";"0";"-42634035,91";"-1,18%";"0,82%";"1,6%";"6,51%";"7,44%";"6,71%";""
"2007/11/29";"1,631164";"3637233900";"0";"-657809418,38";"-18,09%";"0,66%";"1,44%";"6,34%";"7,36%";"6,68%";""
"2007/11/28";"1,626938";"4283915772";"0";"1088273,21";"0,03%";"0,61%";"1,18%";"6,25%";"7,15%";"6,56%";""
"2007/11/27";"1,628087";"4285852180";"0";"-9192017,05";"-0,21%";"0,94%";"1,37%";"6,34%";"7,18%";"6,56%";""
"2007/11/26";"";"";"";"";"";"";"";"";"";"";""
"2007/11/23";"1,631036";"4302823932";"0";"1945949,95";"0,05%";"1,3%";"1,59%";"6,42%";"7,34%";"6,65%";""
"2007/11/22";"1,629594";"4297075573";"0";"17667,95";"0%";"1,21%";"1,5%";"6,19%";"7,5%";"6,63%";""
"2007/11/21";"1,634228";"4309277247";"0";"-1683145,41";"-0,04%";"1,5%";"1,79%";"6,43%";"7,59%";"6,66%";""
"2007/11/20";"1,636812";"4317776774";"0";"-138026,24";"-0%";"1,87%";"1,89%";"7,33%";"7,64%";"6,79%";""
"2007/11/19";"1,631899";"4304954292";"0";"-1012032,34";"-0,02%";"1,63%";"1,45%";"6,86%";"7,54%";"6,73%";""
"2007/11/16";"1,640811";"4329481733";"0";"-601115710,85";"-13,88%";"2,32%";"2,37%";"7,61%";"7,63%";"7,24%";""
"2007/11/15";"1,643";"4937175336";"0";"-7039748,35";"-0,14%";"2,45%";"2,5%";"7,85%";"7,66%";"7,26%";""
"2007/11/14";"1,644104";"4947537308";"0";"-1028381,14";"-0,02%";"2,49%";"2,57%";"8,25%";"7,96%";"7,3%";""
"2007/11/13";"1,643763";"4947539318";"0";"4252,54";"0%";"1,97%";"2,41%";"8,37%";"7,95%";"7,3%";""
"2007/11/12";"1,644625";"4950129585";"0";"-53266,4";"-0%";"1,56%";"2,44%";"8,57%";"7,97%";"7,33%";""
"2007/11/09";"1,646436";"4955633809";"0";"2306,46";"0%";"1,57%";"2,72%";"8,65%";"8,37%";"7,4%";""
"2007/11/08";"1,645589";"4953082105";"0";"-1106662,26";"-0,02%";"1,51%";"2,66%";"8,77%";"8,37%";"7,39%";""
"2007/11/07";"1,646115";"4955772336";"0";"822926,67";"0,02%";"1,3%";"2,7%";"8,81%";"8,41%";"7,41%";""
"2007/11/06";"1,647582";"4959365207";"0";"2302744,24";"0,05%";"1,42%";"2,58%";"8,83%";"8,44%";"7,5%";""
"2007/11/05";"1,647446";"4956653281";"0";"-2258909,82";"-0,05%";"1,56%";"2,44%";"8,96%";"8,44%";"7,48%";""
"2007/11/02";"1,646623";"4956434911";"0";"0";"";"1,54%";"2,8%";"8,93%";"8,54%";"7,48%";""
"2007/10/31";"1,646623";"4956434911";"0";"-1038349,33";"-0,02%";"1,62%";"2,8%";"9,05%";"8,59%";"7,48%";""
"2007/10/30";"1,646841";"4958129591";"0";"579214,29";"0,01%";"1,77%";"3,17%";"9,23%";"8,59%";"7,47%";""
"2007/10/29";"1,648642";"4962971998";"0";"-6150812,4";"-0,12%";"1,64%";"3,25%";"9,26%";"8,63%";"7,51%";""
"2007/10/26";"1,647526";"4965759108";"0";"-590432,04";"-0,01%";"1,73%";"3,13%";"8,92%";"8,68%";"7,49%";""
"2007/10/25";"1,646861";"4964344945";"0";"-1197,58";"-0%";"1,69%";"3,08%";"9,33%";"8,63%";"7,48%";""
"2007/10/24";"1,647032";"4964861610";"0";"10172,57";"0%";"1,36%";"3,1%";"9,86%";"8,69%";"7,48%";""
"2007/10/19";"1,641681";"4948721259";"0";"14500317,44";"0,29%";"0,71%";"3,07%";"9,43%";"8,93%";"7,58%";""
"2007/10/18";"1,642801";"4937587203";"0";"379570,52";"0,01%";"0,78%";"3,14%";"9,87%";"9%";"7,6%";""
"2007/10/17";"1,640772";"4931109758";"0";"6350,02";"0%";"0,76%";"3,02%";"9,67%";"8,96%";"7,57%";""
"2007/10/16";"1,64028";"4929624773";"0";"67910,33";"0%";"0,92%";"3,12%";"9,41%";"8,95%";"7,56%";""
"2007/10/15";"1,640752";"4930975371";"0";"-2356932,23";"-0,05%";"1,02%";"3,11%";"9,75%";"8,96%";"7,58%";""
"2007/10/12";"1,640448";"4932418251";"0";"-11308388,67";"-0,23%";"1%";"3,25%";"9,95%";"8,97%";"7,59%";""
"2007/10/11";"1,64027";"4943190211";"0";"307165,43";"0,01%";"0,99%";"3,24%";"10,01%";"9,13%";"7,58%";""
"2007/10/10";"1,63717";"4933541329";"0";"863911,51";"0,02%";"0,86%";"3,04%";"10,27%";"9,12%";"7,55%";""
"2007/10/09";"1,636979";"4932101948";"0";"139581,17";"0%";"0,89%";"3%";"10,44%";"9,11%";"7,56%";""
"2007/10/08";"1,636683";"4931070565";"0";"-6813050,27";"-0,14%";"0,91%";"3,38%";"10,77%";"9,11%";"7,54%";""
"2007/10/05";"1,634263";"4930582459";"0";"16372461,53";"0,33%";"0,93%";"3,35%";"10,69%";"9,14%";"7,48%";""
"2007/10/04";"1,63309";"4910682800";"0";"-87098,64";"-0%";"0,86%";"3,28%";"10,6%";"9,1%";"7,46%";""
"2007/10/03";"1,63451";"4915039898";"0";"-3493063,98";"-0,07%";"0,97%";"3,37%";"10,53%";"9,18%";"7,48%";""
"2007/10/02";"1,636696";"4925111027";"0";"546969,82";"0,01%";"1,18%";"3,53%";"10,68%";"9,22%";"7,49%";""
"2007/10/01";"1,638751";"4930747233";"0";"-2519500,25";"-0,05%";"1,29%";"3,69%";"10,29%";"9,27%";"7,52%";""
"2007/09/28";"1,64031";"4937959919";"0";"-7828794,15";"-0,16%";"1,65%";"3,83%";"10,36%";"9,25%";"7,6%";""
"2007/09/27";"1,638172";"4939342312";"0";"-22550205,8";"-0,46%";"1,52%";"3,7%";"10,22%";"9,2%";"7,57%";""
"2007/09/26";"1,638295";"4962265075";"0";"13567,77";"0%";"1,53%";"3,71%";"10,27%";"9,25%";"7,61%";""
"2007/09/25";"1,637638";"4960261512";"0";"-4825547,68";"-0,1%";"1,49%";"3,76%";"10,15%";"9,24%";"7,6%";""
"2007/09/24";"1,638563";"4967891529";"0";"11453,12";"0%";"1,59%";"3,89%";"10,66%";"9,26%";"7,63%";""
"2007/09/21";"1,637854";"4965730493";"0";"1260799,43";"0,03%";"2,2%";"3,85%";"10,09%";"9,51%";"7,62%";""
"2007/09/20";"1,638506";"4966445959";"0";"-5519950,06";"-0,11%";"2,24%";"3,89%";"9,93%";"9,59%";"7,63%";""
"2007/09/19";"1,639209";"4974099128";"0";"-43011030,19";"-0,86%";"2,23%";"3,93%";"10,1%";"9,8%";"7,68%";""
"2007/09/18";"1,629389";"4987054185";"0";"7480,39";"0%";"1,62%";"3,4%";"9,13%";"9,58%";"7,56%";""
"2007/09/17";"1,629807";"4988326071";"0";"-1695400,61";"-0,03%";"1,6%";"3,47%";"9,27%";"9,59%";"7,57%";""
"2007/09/14";"1,629984";"4990563397";"0";"-1103379,12";"-0,02%";"1,91%";"4,4%";"9,45%";"9,73%";"7,6%";""
"2007/09/13";"1,628552";"4987281416";"0";"-54077170,43";"-1,08%";"1,82%";"4,31%";"9,62%";"9,74%";"7,58%";""
"2007/09/12";"1,626872";"5036157965";"0";"-120823,96";"-0%";"1,81%";"4,2%";"9,56%";"9,76%";"7,55%";""
"2007/09/11";"1,620162";"5015506761";"0";"1812,59";"0%";"1,47%";"3,77%";"9,13%";"9,61%";"7,47%";""
"2007/09/10";"1,619765";"5014275963";"0";"-1997142,11";"-0,04%";"1,28%";"3,74%";"9,22%";"9,6%";"7,48%";""
"2007/09/07";"1,620069";"5017214567";"0";"-2519185,54";"-0,05%";"1,61%";"3,81%";"9,26%";"9,3%";"7,49%";""
"2007/09/06";"1,618403";"5014571703";"0";"-28123,54";"-0%";"1,5%";"3,7%";"9,12%";"9,27%";"7,47%";""
"2007/09/05";"1,618591";"5015182342";"0";"-1076448,73";"-0,02%";"1,14%";"3,71%";"9,16%";"9,28%";"7,48%";""
"2007/09/04";"1,619675";"5019618271";"0";"-1879565,18";"-0,04%";"0,78%";"4%";"9,36%";"9,3%";"7,51%";""
"2007/09/03";"1,619652";"5021426529";"0";"1210988,72";"0,02%";"0,63%";"4,12%";"9,4%";"9,3%";"7,51%";""
"2007/08/31";"1,620394";"5022515417";"0";"4649303,29";"0,09%";"0,78%";"4,39%";"9,33%";"9,33%";"7,52%";""
"2007/08/30";"1,617048";"5007504572";"0";"-479518,11";"-0,01%";"0,57%";"4,17%";"9,21%";"9,27%";"7,48%";""
"2007/08/29";"1,612889";"4995103702";"0";"-45535717,46";"-0,91%";"0,42%";"3,9%";"8,99%";"9,19%";"7,44%";""
"2007/08/28";"1,616744";"5052687158";"0";"4745,59";"0%";"0,65%";"4,16%";"9,25%";"9,28%";"7,5%";""
"2007/08/27";"1,616905";"5053185573";"0";"-10448860,14";"-0,21%";"0,7%";"4,23%";"9,27%";"9,29%";"7,51%";""
"2007/08/24";"1,610075";"5042245036";"0";"-221431,4";"-0%";"0,29%";"3,73%";"8,87%";"9,23%";"7,42%";""
"2007/08/23";"1,610094";"5042525972";"0";"36983525,53";"0,73%";"0,29%";"3,73%";"8,52%";"9,27%";"7,42%";""
"2007/08/22";"1,60674";"4995115360";"0";"5645,75";"0%";"0,01%";"3,51%";"8,27%";"9,05%";"7,36%";""
"2007/08/21";"1,605738";"4991994649";"0";"-371366,35";"-0,01%";"-0,18%";"3,48%";"8,5%";"9,03%";"7,35%";""
"2007/08/20";"";"";"";"";"";"";"";"";"";"";""
"2007/08/17";"1,603653";"4985883586";"0";"-10248998,14";"-0,21%";"0,05%";"3,45%";"7,84%";"8,68%";"7,33%";""
"2007/08/16";"1,604172";"4997749513";"0";"-501931,47";"-0,01%";"0,08%";"3,49%";"8%";"8,74%";"7,34%";""
"2007/08/15";"1,611967";"5022538971";"0";"-19764611,32";"-0,39%";"0,43%";"3,99%";"8,6%";"8,97%";"7,41%";""
"2007/08/14";"1,619427";"5065638790";"0";"-5867287,51";"-0,12%";"0,87%";"4,52%";"8,86%";"9,14%";"7,51%";""
"2007/08/13";"1,620939";"5076241158";"0";"1247108,1";"0,02%";"0,96%";"4,8%";"8,78%";"9,17%";"7,52%";""
"2007/08/10";"1,621065";"5075388543";"0";"-38587086,88";"-0,76%";"1,13%";"4,75%";"8,67%";"9,14%";"7,55%";""
"2007/08/09";"1,624973";"5126304202";"0";"9420319,27";"0,18%";"1,38%";"5%";"9,01%";"9,26%";"7,6%";""
"2007/08/08";"1,624585";"5115662108";"0";"-756102,87";"-0,01%";"1,15%";"4,98%";"8,94%";"9,31%";"7,62%";""
"2007/08/07";"1,622127";"5108677061";"0";"4100276,9";"0,08%";"0,86%";"4,83%";"8,96%";"9,26%";"7,6%";""
"2007/08/06";"1,62077";"5100306520";"0";"1118528,55";"0,02%";"0,83%";"4,76%";"9,16%";"9,23%";"7,58%";""
"2007/08/03";"1,621625";"5101877951";"0";"-1269674,77";"-0,02%";"1,24%";"5%";"9,25%";"9,36%";"7,61%";""
"2007/08/02";"1,620431";"5099390186";"0";"2279884,13";"0,04%";"1,17%";"4,92%";"8,98%";"9,26%";"7,59%";""
"2007/08/01";"1,618219";"5090152395";"0";"28772584,29";"0,57%";"1,38%";"4,78%";"8,68%";"9,21%";"7,56%";""
"2007/07/31";"1,622105";"5073534236";"0";"2793602,92";"0,06%";"1,59%";"5,07%";"8,63%";"9,29%";"7,6%";""
"2007/07/30";"1,620295";"5065082528";"0";"-12157276,89";"-0,24%";"1,42%";"5,19%";"8,55%";"9,25%";"7,59%";""
"2007/07/27";"1,619532";"5074848923";"0";"-1881951,7";"-0,04%";"1,37%";"5,29%";"8,62%";"9,36%";"7,65%";""
"2007/07/26";"1,624929";"5093648797";"0";"1758,09";"0%";"1,71%";"5,64%";"9,08%";"9,45%";"7,72%";""
"2007/07/25";"1,631639";"5114680802";"0";"-35427,82";"-0%";"2,28%";"6,08%";"9,37%";"9,88%";"7,83%";""
"2007/07/24";"1,633422";"5120305419";"0";"4070906,52";"0,08%";"2,44%";"6,13%";"9,93%";"9,92%";"7,86%";""
"2007/07/23";"1,632637";"5113775721";"0";"-4612242,24";"-0,09%";"2,43%";"6,2%";"9,68%";"9,9%";"7,85%";""
"2007/07/20";"1,630124";"5110509599";"0";"-698539,09";"-0,01%";"2,35%";"5,64%";"9,56%";"9,91%";"7,84%";""
"2007/07/19";"1,628378";"5105733604";"0";"1315550,65";"0,03%";"2,24%";"5,52%";"9,71%";"9,88%";"7,82%";""
"2007/07/18";"1,625399";"5095079889";"0";"-8713961,94";"-0,17%";"2,18%";"5,33%";"9,64%";"9,87%";"7,78%";""
"2007/07/17";"1,624172";"5099941040";"0";"-3163252,07";"-0,06%";"2,07%";"5,5%";"9,74%";"9,84%";"7,74%";""
"2007/07/16";"1,624469";"5104037458";"0";"37048301,57";"0,73%";"2,14%";"5,47%";"10,1%";"9,85%";"7,71%";""
